Foremost version 1.5.7 by Jesse Kornblum, Kris Kendall, and Nick Mikus
Audit File

Foremost started at Mon Jan  7 19:37:07 2019
Invocation: foremost USB_Image(SuNiNaTaS) 
Output directory: /workspace/Wargame_Challenge/SuNiNaTaS/FORENSIC/32/output
Configuration file: /etc/foremost.conf
------------------------------------------------------------------
File: USB_Image(SuNiNaTaS)
Start: Mon Jan  7 19:37:07 2019
Length: 931 MB (976944936 bytes)
 
Num	 Name (bs=512)	       Size	 File Offset	 Comment 
1727:	01266055.png 	      369 B 	  648220289 	  (72 x 72)
1728:	01266055_1.png 	      217 B 	  648220658 	  (80 x 80)
1729:	01266056.png 	      349 B 	  648220875 	  (80 x 80)
1730:	01266057.png 	      266 B 	  648221224 	  (96 x 96)
1731:	01266057_1.png 	      427 B 	  648221490 	  (96 x 96)
1732:	01266134.png 	      186 B 	  648260953 	  (50 x 50)
1733:	01266135.png 	      198 B 	  648261139 	  (50 x 50)
1734:	01266135_1.png 	      224 B 	  648261337 	  (44 x 44)
1735:	01266135_2.png 	      218 B 	  648261561 	  (44 x 44)
1736:	01266152.png 	      444 B 	  648270321 	  (150 x 150)
1737:	01266153.png 	      439 B 	  648270765 	  (150 x 150)
1738:	01266154.png 	      281 B 	  648271204 	  (71 x 71)
1739:	01266155.png 	      275 B 	  648271485 	  (71 x 71)
1740:	01266177.png 	      257 B 	  648283064 	  (55 x 55)
1741:	01266178.png 	      249 B 	  648283321 	  (55 x 55)
1742:	01268499.png 	      331 B 	  649471754 	  (89 x 89)
1743:	01268500.png 	      321 B 	  649472085 	  (89 x 89)
1744:	01268692.png 	      769 B 	  649570750 	  (80 x 80)
1745:	01268694.png 	      755 B 	  649571519 	  (80 x 80)
1746:	01268695.png 	      224 B 	  649572274 	  (40 x 40)
1747:	01268696.png 	      467 B 	  649572498 	  (76 x 76)
1748:	01268713.png 	      499 B 	  649581243 	  (76 x 76)
1749:	01268714.png 	      401 B 	  649581742 	  (76 x 76)
1750:	01268715.png 	      556 B 	  649582143 	  (76 x 76)
1751:	01268716.png 	       2 KB 	  649582699 	  (167 x 167)
1752:	01268721.png 	       2 KB 	  649585472 	  (167 x 167)
1753:	01268726.png 	      748 B 	  649587999 	  (76 x 76)
1754:	01268728.png 	      758 B 	  649588747 	  (76 x 76)
1755:	01268729.png 	      877 B 	  649589505 	  (76 x 76)
1756:	01268731.png 	      388 B 	  649590382 	  (76 x 76)
1757:	01268740.png 	      226 B 	  649595166 	  (76 x 76)
1758:	01268755.png 	      391 B 	  649602788 	  (88 x 88)
1759:	01268756.png 	      136 B 	  649603179 	  (16 x 16)
1760:	01268756_1.png 	      160 B 	  649603315 	  (20 x 20)
1761:	01268756_2.png 	      179 B 	  649603475 	  (24 x 24)
1762:	01268760.png 	      384 B 	  649605160 	  (30 x 30)
1763:	01268760_1.png 	      212 B 	  649605544 	  (32 x 32)
1764:	01268788.png 	      443 B 	  649619544 	  (36 x 36)
1765:	01268789.png 	      240 B 	  649619987 	  (40 x 40)
1766:	01268789_1.png 	      264 B 	  649620227 	  (48 x 48)
1767:	01268790.png 	      729 B 	  649620491 	  (60 x 60)
1768:	01268791.png 	      344 B 	  649621220 	  (64 x 64)
1769:	01268825.png 	      843 B 	  649638554 	  (72 x 72)
1770:	01268826.png 	      432 B 	  649639397 	  (80 x 80)
1771:	01268827.png 	      509 B 	  649639829 	  (96 x 96)
1772:	01269201.png 	      384 B 	  649831278 	  (88 x 88)
1773:	01269202.png 	      133 B 	  649831662 	  (16 x 16)
1774:	01269202_1.png 	      164 B 	  649831795 	  (20 x 20)
1775:	01269203.png 	      176 B 	  649831959 	  (24 x 24)
1776:	01269206.png 	      213 B 	  649833605 	  (32 x 32)
1777:	01269209.png 	      233 B 	  649835168 	  (40 x 40)
1778:	01269209_1.png 	      253 B 	  649835401 	  (48 x 48)
1779:	01269213.png 	      344 B 	  649837064 	  (64 x 64)
1780:	01269644.png 	      428 B 	  650058168 	  (80 x 80)
1781:	01269649.png 	      499 B 	  650060346 	  (96 x 96)
1782:	01269672.png 	      563 B 	  650072279 	  (142 x 142)
1783:	01269673.png 	      555 B 	  650072842 	  (142 x 142)
1784:	01269872.png 	      262 B 	  650174908 	  (20 x 20)
1785:	01269873.png 	      279 B 	  650175170 	  (24 x 24)
1786:	01269873_1.png 	      338 B 	  650175449 	  (32 x 32)
1787:	01269874.png 	      346 B 	  650175787 	  (36 x 36)
1788:	01269875.png 	      392 B 	  650176133 	  (40 x 40)
Finish: Mon Jan  7 19:37:45 2019

1789 FILES EXTRACTED
	
jpg:= 123
gif:= 7
wmv:= 2
htm:= 17
ole:= 5
zip:= 24
exe:= 15
png:= 1594
pdf:= 2
------------------------------------------------------------------

Foremost finished at Mon Jan  7 19:37:45 2019
